,country,2004_life_exp,2005_life_exp,2006_life_exp,2007_life_exp,2008_life_exp,2009_life_exp,2010_life_exp,2011_life_exp,2012_life_exp,2013_life_exp,2014_life_exp,2015_life_exp,2016_life_exp,2017_life_exp,2018_life_exp,2004_population,2005_population,2006_population,2007_population,2008_population,2009_population,2010_population,2011_population,2012_population,2013_population,2014_population,2015_population,2016_population,2017_population,2018_population,2004_pm,2005_pm,2006_pm,2007_pm,2008_pm,2009_pm,2010_pm,2011_pm,2012_pm,2013_pm,2014_pm,2015_pm,2016_pm,2017_pm,2018_pm,class
145,PRY,70.481,70.527,70.781,71.106,71.384,71.635,71.887,72.131,72.454,72.757,72.878,73.191,73.534,73.644,73.568,5416324.0,5476878.0,5534675.0,5590145.0,5645148.0,5702574.0,5768613.0,5843939.0,5923322.0,6005652.0,6090721.0,6177950.0,6266615.0,6355404.0,6443328.0,14.37,14.92,13.94,19.969999,12.43,12.64,12.64,11.76,12.68,11.35,13.13,13.87,12.2,12.66,11.47,2
146,PSE,71.182,72.067,71.915,72.153,72.413,72.608,73.004,73.243,73.466,74.029,72.622,74.406,74.554,74.833,74.793,3236626.0,3320396.0,3406334.0,3494496.0,3591977.0,3689099.0,3786161.0,3882986.0,3979998.0,4076708.0,4173398.0,4270092.0,4367088.0,4454805.0,4569087.0,10.16,10.37,11.17,11.01,10.72,11.36,11.08,12.09,13.31,11.25,10.4,12.71,10.66,12.15,11.8,2
147,PYF,79.696,79.736,79.842,80.02,80.301,80.665,81.039,81.429,81.759,82.017,82.214,82.354,82.488,82.618,82.783,267132.0,271060.0,274901.0,278178.0,280558.0,282283.0,283788.0,285265.0,286584.0,288032.0,289873.0,291787.0,293541.0,295450.0,297606.0,0.87,1.14,0.85000002,0.88999999,0.69,0.77999997,0.75999999,0.66000003,0.75999999,0.85000002,0.93000001,0.86000001,0.75999999,0.76999998,0.86000001,4
148,QAT,75.961,76.064,76.57,77.016,77.427,77.878,78.425,78.891,79.227,79.536,79.768,80.064,80.433,80.717,80.898,777943.0,848710.0,1015060.0,1231893.0,1444277.0,1610274.0,1713504.0,1804171.0,1905660.0,2035501.0,2214465.0,2414573.0,2595166.0,2711755.0,2766732.0,19.219999,19.92,23.4,22.860001,24.75,27.129999,29.34,27.889999,29.870001,27.879999,29.209999,29.120001,30.4,33.75,30.879999,0
149,ROU,71.5609756097561,71.9121951219512,72.1634146341463,72.5658536585366,72.5658536585366,73.309756097561,73.4585365853659,74.409756097561,74.4121951219512,75.0634146341463,74.909756097561,74.9121951219512,75.209756097561,75.309756097561,75.3585365853659,21451748.0,21319685.0,21193760.0,20882982.0,20537875.0,20367487.0,20246871.0,20147528.0,20058035.0,19983693.0,19908979.0,19815616.0,19702267.0,19588715.0,19473970.0,19.32,19.85,19.950001,17.290001,17.18,17.370001,16.43,20.66,18.98,16.219999,15.38,16.09,16.09,18.110001,15.97,2
150,RUS,65.4709756097561,65.529756097561,66.7275609756098,67.5868292682927,67.9492682926829,68.6846341463415,68.8412195121951,69.6839024390244,70.0721951219512,70.5787804878049,70.7436585365854,71.1834146341463,71.6512195121951,72.4514634146342,72.6621951219512,144067316.0,143518814.0,143049637.0,142805114.0,142742366.0,142785349.0,142849468.0,142960908.0,143201721.0,143506995.0,143819667.0,144096870.0,144342397.0,144496739.0,144477859.0,13.39,13.82,14.7,12.57,12.96,13.76,14.08,12.1,13.55,12.0,12.48,11.31,11.93,11.88,10.92,6
151,RWA,55.491,57.316,58.714,59.965,61.134,61.958,62.54,63.261,64.009,64.426,64.94,65.298,65.737,65.941,66.251,8791853.0,9026299.0,9270066.0,9523168.0,9781996.0,10043737.0,10309031.0,10576932.0,10840334.0,11101350.0,11368451.0,11642959.0,11930899.0,12230339.0,12531808.0,34.549999,34.360001,29.23,38.48,36.549999,33.82,35.41,37.169998,36.439999,37.139999,33.189999,35.34,34.560001,29.690001,29.65,8
152,SAU,74.153,74.588,74.81,75.046,75.274,75.431,75.763,76.234,76.461,76.626,76.757,76.918,77.064,77.16,77.212,23661808.0,24397644.0,25382870.0,26400068.0,27437353.0,28483797.0,29411929.0,30150945.0,30821543.0,31482498.0,32125564.0,32749848.0,33416270.0,34193122.0,35018133.0,16.120001,17.84,20.49,20.41,21.99,22.709999,23.51,24.68,25.17,22.030001,24.83,25.030001,24.07,26.440001,24.76,0
153,SDN,56.773,57.279,60.281,61.256,61.206,62.644,63.016,63.246,63.792,63.678,64.269,64.659,64.78,65.445,65.681,28831550.0,29540577.0,30332968.0,31191163.0,32065241.0,32948155.0,33739933.0,34419624.0,35159792.0,35990704.0,37003245.0,38171178.0,39377169.0,40679828.0,41999059.0,8.3999996,9.0,9.8800001,9.6099997,9.54,8.8000002,10.22,9.8199997,9.46,8.3900003,9.3800001,8.9300003,9.4899998,10.72,9.79,12
154,SEN,60.027,60.915,61.75,62.543,63.242,63.923,64.615,65.262,65.457,66.072,66.452,66.879,67.497,67.75,68.097,10698691.0,10974057.0,11263387.0,11563869.0,11872929.0,12195029.0,12530121.0,12875880.0,13231833.0,13595566.0,13970308.0,14356181.0,14751356.0,15157793.0,15574909.0,4.4400001,4.77,5.0300002,4.7399998,4.9200001,5.2399998,5.6399999,4.9899998,5.2399998,4.96,4.8699999,5.4499998,4.79,5.0,4.4699998,12
155,SGP,79.490243902439,79.990243902439,80.1414634146341,80.4414634146342,80.790243902439,81.2414634146342,81.5414634146342,81.7439024390244,81.9951219512195,82.2463414634147,82.4951219512195,82.7439024390244,82.8463414634146,83.0951219512195,83.2975609756098,4166664.0,4265762.0,4401365.0,4588599.0,4839396.0,4987573.0,5076732.0,5183688.0,5312437.0,5399162.0,5469724.0,5535002.0,5607283.0,5612253.0,5638676.0,16.0,15.89,25.68,13.97,13.03,19.82,11.94,14.67,16.92,22.110001,17.450001,25.85,13.27,12.44,13.23,3
156,SLB,67.801,67.936,68.09,67.986,68.404,68.466,68.732,68.908,69.084,69.188,69.234,69.583,69.801,69.988,70.173,471785.0,482486.0,493430.0,504619.0,516001.0,527833.0,540394.0,553721.0,567763.0,582365.0,597375.0,612660.0,628102.0,643634.0,659249.0,4.1599998,3.53,4.77,5.5900002,3.8699999,5.48,5.25,5.0999999,5.3899999,7.1199999,6.8499999,6.3800001,6.3699999,7.1300001,6.1900001,7
157,SLE,47.577,48.237,49.323,50.365,51.526,52.626,53.693,54.62,55.451,56.313,56.393,57.189,58.404,58.652,59.796,5533329.0,5683334.0,5809774.0,5939163.0,6090860.0,6259842.0,6436698.0,6612385.0,6788587.0,6964859.0,7140688.0,7314773.0,7493913.0,7677565.0,7861281.0,13.19,12.8,12.19,11.93,12.6,15.49,13.8,12.77,11.4,13.0,12.87,11.95,12.26,11.65,11.51,13
158,SLV,70.34,70.44,70.773,71.108,71.424,71.576,71.848,71.859,71.831,71.771,71.746,71.814,72.025,72.311,72.555,6035655.0,6037817.0,6034436.0,6044131.0,6068099.0,6091188.0,6114034.0,6137349.0,6161289.0,6185642.0,6209526.0,6231066.0,6250510.0,6266654.0,6276342.0,21.209999,26.950001,22.209999,24.870001,24.610001,25.27,26.280001,27.540001,25.139999,26.790001,23.84,22.75,24.33,25.01,23.780001,0
159,SOM,50.538,50.661,50.597,50.515,51.12,51.853,50.563,51.304,53.161,53.843,54.277,54.857,55.044,55.654,56.375,10117354.0,10467292.0,10784973.0,11118092.0,11444870.0,11730037.0,12026649.0,12216837.0,12440326.0,12852485.0,13309235.0,13763906.0,14292847.0,14864221.0,15411094.0,8.4399996,7.3499999,8.5100002,8.75,7.4499998,8.6000004,8.5,9.25,8.1499996,7.4000001,7.6999998,8.0100002,7.9299998,7.8899999,8.54,13
160,SRB,72.6829268292683,72.8341463414634,73.3853658536585,73.6317073170732,73.8853658536585,73.9853658536585,74.3365853658537,74.5365853658537,74.8365853658537,75.1853658536585,75.3365853658537,75.2878048780488,75.6878048780488,75.5390243902439,75.890243902439,7463157.0,7440769.0,7411569.0,7381579.0,7350222.0,7320807.0,7291436.0,7234099.0,7199077.0,7164132.0,7130576.0,7095383.0,7058322.0,7020858.0,6982604.0,21.99,23.469999,23.469999,20.5,20.280001,21.469999,18.889999,27.389999,24.76,20.98,20.01,22.280001,21.27,21.889999,21.1,0
161,SSD,50.917,51.545,52.016,52.856,53.538,53.891,54.812,54.94,55.865,55.751,54.973,55.566,55.544,55.309,55.95,7317118.0,7662654.0,8029517.0,8417823.0,8823888.0,9229227.0,9714419.0,10243050.0,10701604.0,11106031.0,11213284.0,11194299.0,11066105.0,10658226.0,10395329.0,13.67,15.4,14.42,16.450001,14.47,14.98,15.79,17.309999,15.3,15.48,15.61,14.64,15.44,15.18,14.11,13
162,SUR,66.416,67.002,67.571,68.204,68.816,69.505,69.894,69.914,69.764,69.682,69.782,70.8,71.592,72.417,72.553,510572.0,516220.0,522023.0,527946.0,533938.0,539987.0,546080.0,552146.0,558111.0,563947.0,569682.0,575475.0,581453.0,587559.0,593715.0,6.1700001,6.29,6.0799999,5.6100001,6.9000001,6.3000002,6.1100001,5.6700001,5.7600002,5.1900001,4.9200001,4.98,5.3499999,5.0100002,4.9499998,7
163,SVK,73.9585365853659,73.9048780487805,74.2048780487805,74.2073170731707,74.7048780487805,74.909756097561,75.1121951219512,75.9585365853659,76.109756097561,76.4121951219512,76.8121951219512,76.5634146341463,77.1658536585366,77.1658536585366,77.2658536585366,5372280.0,5372807.0,5373054.0,5374622.0,5379233.0,5386406.0,5391428.0,5398384.0,5407579.0,5413393.0,5418649.0,5423801.0,5430798.0,5439232.0,5446771.0,20.6,22.309999,23.040001,17.1,16.940001,19.32,20.540001,21.74,18.780001,18.559999,16.67,17.35,15.99,17.030001,15.88,0
164,SVN,77.2073170731707,77.6121951219512,78.0865853658537,78.5609756097561,78.7658536585366,78.9707317073171,79.4219512195122,79.9707317073171,80.1243902439024,80.3219512195122,81.0780487804878,80.7756097560976,81.1756097560976,81.0292682926829,81.3780487804878,1997012.0,2000474.0,2006868.0,2018122.0,2021316.0,2039669.0,2048583.0,2052843.0,2057159.0,2059953.0,2061980.0,2063531.0,2065042.0,2066388.0,2073894.0,18.67,20.58,20.35,16.379999,16.41,16.389999,17.719999,19.870001,16.219999,15.72,13.34,16.32,14.85,15.42,14.57,3
165,SWE,80.4975609756098,80.5463414634146,80.7487804878049,80.9,81.1,81.3512195121951,81.4512195121951,81.8024390243903,81.7048780487805,81.9560975609756,82.2536585365854,82.2048780487805,82.3073170731707,82.409756097561,82.5585365853659,8993531.0,9029572.0,9080505.0,9148092.0,9219637.0,9298515.0,9378126.0,9449213.0,9519374.0,9600379.0,9696110.0,9799186.0,9923085.0,10057698.0,10175214.0,6.71,6.9699998,7.6199999,6.29,6.52,6.3499999,6.7600002,6.8000002,5.6599998,5.2600002,6.6599998,5.1900001,5.0300002,4.77,5.52,4
166,SWZ,42.538,42.125,43.12,43.641,44.175,44.639,46.619,48.195,49.835,51.486,53.05,55.019,56.659,57.895,59.411,1065764.0,1071886.0,1077735.0,1084008.0,1089870.0,1094886.0,1099920.0,1105371.0,1111444.0,1118319.0,1125865.0,1133936.0,1142524.0,1151390.0,1160428.0,16.49,17.25,15.15,16.700001,15.4,15.59,17.709999,14.69,16.290001,15.19,14.36,15.35,13.12,14.0,14.62,13
167,SYC,72.6609756097561,72.1317073170732,72.2170731707317,73.1439024390244,73.1634146341463,73.0829268292683,73.1975609756098,72.7243902439024,74.2756097560976,73.119512195122,73.2292682926829,74.2951219512195,74.309756097561,74.3,72.8414634146341,82475.0,82858.0,84600.0,85033.0,86956.0,87298.0,89770.0,87441.0,88303.0,89949.0,91359.0,93419.0,94677.0,95843.0,96762.0,3.46,3.28,4.1599998,4.1300001,3.25,4.71,3.73,4.6100001,4.1300001,3.9400001,3.96,3.4300001,4.8000002,4.8299999,4.21,7
168,SYR,72.475,72.769,73.35,73.709,73.551,73.853,73.881,73.305,66.769,63.827,63.153,65.124,65.993,68.481,70.145,18084007.0,18583557.0,19432009.0,20703005.0,21474059.0,21827220.0,22337563.0,22730733.0,22605577.0,21495821.0,20072232.0,19205178.0,18964252.0,18983373.0,19333463.0,16.110001,18.16,17.049999,18.01,16.85,20.030001,17.549999,20.940001,23.280001,20.6,19.620001,20.700001,18.52,20.09,19.99,2
169,TCA,76.786,77.148,76.831,75.914,76.632,77.164,76.243,76.195,77.037,77.018,77.135,76.912,76.864,76.702,76.443,22869.0,23995.0,25128.0,26268.0,27422.0,28581.0,29726.0,30816.0,32081.0,33594.0,34985.0,36538.0,38246.0,39844.0,41487.0,2.6300001,3.47,3.0699999,2.9200001,1.9400001,2.03,2.73,2.1400001,2.27,1.9299999,1.9299999,2.03,2.0799999,2.24,2.05,4
170,TCD,48.232,48.312,48.286,48.751,49.024,49.196,49.584,50.009,50.54,50.781,51.202,51.589,52.083,52.308,52.825,9613503.0,10005012.0,10365614.0,10722731.0,11098664.0,11496128.0,11894727.0,12317730.0,12754906.0,13216766.0,13697126.0,14140274.0,14592585.0,15085884.0,15604210.0,10.93,10.33,10.36,10.62,10.29,10.0,11.36,11.0,10.82,9.9200001,10.33,10.32,10.67,10.96,11.4,13
171,TGO,55.569,55.962,56.222,56.511,56.695,57.011,57.304,57.925,58.073,58.684,58.853,59.396,59.55,60.154,60.244,5565218.0,5711597.0,5874240.0,6047537.0,6222482.0,6398624.0,6571855.0,6748672.0,6926635.0,7106229.0,7288383.0,7473229.0,7661354.0,7852795.0,8046679.0,16.950001,17.6,16.17,16.799999,17.52,17.0,16.610001,16.08,14.37,13.63,13.93,14.55,15.36,15.72,15.03,9
172,THA,73.08,73.82,74.938,75.187,75.492,75.842,76.131,76.421,76.772,77.083,77.415,77.717,78.049,78.394,78.662,65311166.0,65821360.0,66319525.0,66826754.0,67328239.0,67813654.0,68270489.0,68712846.0,69157023.0,69578602.0,69960943.0,70294397.0,70607037.0,70898202.0,71127802.0,23.879999,23.83,22.75,25.639999,23.879999,23.02,23.57,24.530001,22.940001,24.99,23.549999,21.32,23.209999,21.07,21.35,0
173,TJK,66.028,66.514,67.013,67.217,67.688,68.039,67.742,68.148,68.484,68.885,69.069,69.306,69.549,69.905,70.353,6801204.0,6929145.0,7057417.0,7188391.0,7324627.0,7468596.0,7621779.0,7784819.0,7956382.0,8136610.0,8326348.0,8524063.0,8725318.0,8925525.0,9128132.0,12.42,14.2,13.42,14.78,14.15,15.99,14.89,18.09,17.15,14.68,15.12,15.86,15.97,17.26,14.02,2
174,TKM,66.075,66.068,66.499,66.895,67.407,67.958,68.293,68.567,68.722,68.74,68.614,68.782,68.777,68.916,68.796,4819792.0,4885775.0,4954029.0,5024894.0,5100083.0,5180957.0,5267970.0,5360811.0,5458682.0,5560095.0,5663152.0,5766431.0,5868561.0,5968383.0,6065066.0,8.0500002,9.3699999,9.0900002,8.7399998,11.36,8.8900003,9.3400002,11.36,12.25,8.1899996,9.3000002,8.5900002,8.5299997,9.8500004,8.9499998,12
175,TLS,61.628,62.328,63.073,63.723,64.329,64.854,65.304,65.697,66.081,66.44,66.787,67.137,67.446,67.745,68.017,945989.0,969313.0,994564.0,1019362.0,1043076.0,1065540.0,1088486.0,1112976.0,1137676.0,1161555.0,1184830.0,1205813.0,1224562.0,1243235.0,1261845.0,9.6400003,8.6499996,8.8400002,10.48,9.8400002,10.82,9.3299999,13.52,13.09,9.25,10.75,10.11,9.4899998,10.43,10.07,12
176,TON,69.67,69.768,69.894,70.048,70.164,70.012,70.323,70.381,70.442,70.505,70.54,70.607,70.661,70.713,70.779,105036.0,105633.0,106190.0,106638.0,106932.0,107144.0,107383.0,107611.0,107502.0,107089.0,106626.0,106122.0,105707.0,105415.0,105150.0,1.17,1.0700001,1.0,0.85000002,1.88,1.0,0.88999999,0.95999998,0.93000001,1.0599999,0.92000002,0.88,0.94999999,1.1799999,1.13,7
177,TTO,71.076,71.308,71.256,71.652,71.47,73.126,72.725,73.278,73.716,73.962,74.215,74.503,74.281,74.23,73.802,1361172.0,1369075.0,1376919.0,1384861.0,1392803.0,1401191.0,1410296.0,1420020.0,1430377.0,1440729.0,1450661.0,1460177.0,1469330.0,1478607.0,1504709.0,3.25,3.72,3.55,3.45,3.74,3.29,5.1799998,3.54,3.54,3.4100001,2.9200001,3.0699999,3.8299999,3.75,3.03,7
178,TUN,74.49,74.764,74.921,75.072,75.185,75.267,75.421,75.46,75.55,75.65,75.65,75.692,75.786,75.845,75.95,10292225.0,10388344.0,10483558.0,10580395.0,10680380.0,10784504.0,10895063.0,11032528.0,11174383.0,11300284.0,11428948.0,11557779.0,11685667.0,11811443.0,11933041.0,7.73,10.65,9.96,8.75,8.3000002,8.8599997,6.6399999,10.46,8.9899998,8.8299999,6.9200001,10.37,7.7199998,9.4300003,8.2299995,7
179,TUR,73.24,73.534,73.845,74.193,74.45,74.765,75.069,74.941,75.678,76.297,76.565,76.646,76.66,77.141,77.563,67785075.0,68704715.0,69601333.0,70468869.0,71320726.0,72225639.0,73195345.0,74173854.0,75277439.0,76576117.0,78112073.0,79646178.0,81019394.0,82089826.0,82809304.0,17.309999,18.51,19.870001,19.66,17.700001,20.15,17.200001,22.610001,24.049999,21.83,22.370001,23.129999,20.73,22.559999,21.15,0
180,TUV,63.693,63.836,63.928,63.931,63.948,63.949,63.978,63.974,63.964,64.008,64.025,64.06,64.108,64.148,64.212,9791.0,9912.0,10030.0,10149.0,10272.0,10408.0,10550.0,10700.0,10854.0,10918.0,10899.0,10877.0,10852.0,10828.0,10865.0,1.1,1.3,1.16,1.42,0.95999998,1.1900001,1.0599999,0.86000001,1.0599999,1.26,1.49,1.46,1.36,1.1,1.22,5
181,TZA,55.596,56.299,56.911,57.52,58.086,58.894,60.105,61.049,62.03,62.96,63.873,64.651,65.386,65.999,66.535,38360879.0,39439505.0,40562052.0,41716497.0,42870884.0,43957933.0,45110527.0,46416031.0,47786137.0,49253643.0,50814552.0,52542823.0,54401802.0,56267032.0,58090443.0,17.02,18.33,16.08,21.0,18.27,17.43,18.33,18.879999,19.17,18.620001,16.639999,17.540001,16.67,14.38,15.8,9
182,UGA,51.547,52.976,54.369,55.236,55.823,56.488,57.055,57.965,58.817,59.763,60.408,61.086,61.648,62.115,62.714,27146084.0,27946588.0,28773227.0,29629804.0,30509862.0,31412520.0,32341728.0,33295738.0,34273295.0,35273570.0,36336539.0,37477356.0,38748299.0,40127085.0,41515395.0,26.18,26.940001,24.540001,30.02,27.17,25.35,27.9,29.360001,28.459999,29.719999,26.049999,27.110001,26.530001,22.700001,23.68,8
183,UKR,68.1853658536585,67.9568292682927,68.0775609756098,68.2221951219512,68.2514634146342,69.19,70.2653658536586,70.8092682926829,70.9441463414634,71.159512195122,71.1865853658537,71.189512195122,71.4763414634146,71.7809756097561,71.5826829268293,47451626.0,47105171.0,46787786.0,46509355.0,46258189.0,46053331.0,45870741.0,45706086.0,45593342.0,45489648.0,45272155.0,45154036.0,45004673.0,44831135.0,44622518.0,17.299999,17.959999,18.67,16.08,16.34,17.77,16.219999,17.82,17.280001,17.02,16.309999,15.72,15.47,16.450001,14.74,2
184,URY,76.007,76.194,76.362,76.498,76.623,76.738,76.858,76.983,77.111,77.24,77.366,77.483,77.571,77.625,77.611,3313801.0,3317665.0,3322282.0,3328651.0,3336126.0,3344156.0,3352651.0,3361637.0,3371133.0,3381180.0,3391662.0,3402818.0,3413766.0,3422200.0,3427042.0,7.3800001,7.3400002,8.1999998,8.2200003,8.1099997,7.4699998,6.8600001,7.23,8.2299995,7.9400001,8.5200005,7.2399998,7.3800001,7.6700001,7.2199998,4
185,USA,77.4878048780488,77.4878048780488,77.6878048780488,77.9878048780488,78.0390243902439,78.390243902439,78.5414634146342,78.6414634146341,78.7414634146342,78.7414634146342,78.8414634146341,78.690243902439,78.5390243902439,78.5390243902439,78.6390243902439,292805298.0,295516599.0,298379912.0,301231207.0,304093966.0,306771529.0,309327143.0,311583481.0,313877662.0,316059947.0,318386329.0,320738994.0,323071755.0,325122128.0,326838199.0,10.59,11.49,10.21,10.5,9.5100002,8.6300001,8.5600004,8.6599998,7.9200001,7.73,7.6799998,7.3200002,6.6700001,6.96,7.0500002,6
186,VCT,73.035,73.516,74.017,74.703,75.053,75.083,74.718,74.596,74.146,73.798,74.473,74.407,74.28,74.305,74.128,112608.0,112043.0,111427.0,110824.0,110316.0,109840.0,109308.0,108703.0,108083.0,107450.0,106912.0,106482.0,105963.0,105549.0,105281.0,2.1400001,2.4400001,2.1500001,2.1400001,2.1800001,2.3599999,3.1700001,2.1700001,2.3299999,1.9400001,1.83,2.0899999,2.3399999,2.4400001,2.01,7
187,VEN,72.514,72.782,72.742,73.058,72.436,72.579,72.89,72.913,73.036,73.196,72.853,73.006,72.058,71.943,71.979,26226927.0,26668785.0,27102081.0,27525097.0,27933833.0,28327892.0,28715022.0,29096159.0,29470426.0,29838021.0,30193258.0,30529716.0,30741464.0,30563433.0,29825653.0,12.12,13.48,12.43,11.85,12.46,11.04,15.85,13.73,12.81,11.96,11.19,11.64,13.91,13.32,11.56,2
188,VGB,74.251,74.723,74.88,75.039,75.007,75.26,75.428,75.486,75.532,75.574,75.612,75.675,75.724,74.785,75.831,22715.0,23497.0,24323.0,25191.0,26115.0,27044.0,27556.0,27962.0,28421.0,28657.0,28971.0,29366.0,29739.0,30060.0,30335.0,1.3200001,2.05,1.92,1.71,1.4,1.5,2.4200001,1.3099999,1.72,1.3200001,1.38,1.54,1.58,1.77,1.38,7
189,VIR,77.7731707317073,77.4219512195122,78.3243902439024,76.8634146341463,77.1634146341463,77.5146341463415,77.8658536585366,78.3170731707317,78.5170731707317,78.7170731707317,78.8682926829268,79.0170731707317,79.1682926829268,79.3682926829268,79.5195121951219,108466.0,108453.0,108369.0,108337.0,108397.0,108404.0,108357.0,108290.0,108188.0,108041.0,107882.0,107712.0,107516.0,107281.0,107001.0,1.28,1.96,1.9,1.67,1.3200001,1.48,2.21,1.37,1.61,1.37,1.45,1.48,1.55,1.86,1.52,4
190,VNM,73.135,73.271,73.319,73.436,73.411,73.498,73.513,73.692,73.704,73.775,73.855,73.876,73.938,73.963,73.976,82311227.0,83142095.0,83951800.0,84762269.0,85597241.0,86482923.0,87411012.0,88349117.0,89301326.0,90267739.0,91235504.0,92191398.0,93126529.0,94033048.0,94914330.0,27.57,27.76,28.809999,30.190001,30.639999,28.790001,29.059999,30.58,28.969999,29.889999,28.549999,25.790001,26.25,26.139999,23.75,0
191,VUT,69.313,69.39,69.462,69.544,69.602,69.653,69.617,69.551,69.497,69.534,69.465,69.513,69.65,69.71,69.795,212422.0,217632.0,222923.0,228345.0,233952.0,239689.0,245453.0,251294.0,257313.0,263534.0,269927.0,276438.0,283218.0,290239.0,297298.0,3.0,3.1700001,2.75,3.52,3.97,3.5,3.98,4.3200002,4.04,4.5999999,4.3400002,3.95,4.1900001,4.73,4.5100002,7
192,WSM,71.696,71.754,72.021,72.1,72.155,70.066,72.249,72.26,72.167,72.391,72.463,72.515,72.54,72.59,72.636,188073.0,188626.0,189379.0,190478.0,191787.0,193176.0,194672.0,196351.0,198124.0,199939.0,201757.0,203571.0,205544.0,207630.0,209701.0,0.75,1.2,0.94,1.04,0.80000001,0.94999999,0.81,0.75,0.91000003,0.94,1.0,1.26,1.0599999,1.0700001,1.14,7
193,ZAF,54.043,53.98,54.278,54.992,56.022,57.447,58.899,60.651,61.846,62.533,63.38,63.95,64.747,65.402,65.674,48556071.0,49017147.0,49491756.0,49996094.0,50565812.0,51170779.0,51784921.0,52443325.0,53145033.0,53873616.0,54729551.0,55876504.0,56422274.0,56641209.0,57339635.0,22.870001,23.639999,23.07,22.74,23.24,22.629999,25.700001,22.440001,22.379999,21.26,20.48,21.68,20.209999,21.15,21.219999,9
194,ZMB,49.487,50.659,51.795,52.739,53.945,55.3,56.799,57.771,58.867,59.878,60.699,61.208,61.794,62.12,62.342,11188040.0,11564870.0,11971567.0,12402073.0,12852966.0,13318087.0,13792086.0,14265814.0,14744658.0,15234976.0,15737793.0,16248230.0,16767761.0,17298054.0,17835893.0,19.41,21.889999,19.84,23.059999,22.07,21.209999,23.120001,20.200001,21.530001,20.18,19.65,21.620001,20.23,18.92,19.35,9
195,ZWE,44.502,44.768,45.364,45.61,46.723,48.063,50.652,53.347,55.626,57.458,58.846,59.591,60.306,60.709,61.414,12160881.0,12224753.0,12330490.0,12450568.0,12550347.0,12679810.0,12839771.0,13025785.0,13265331.0,13555422.0,13855753.0,14154937.0,14452704.0,14751101.0,15052184.0,15.33,17.75,15.93,18.49,17.4,15.74,18.82,14.78,16.51,15.15,14.38,16.639999,14.9,14.34,15.9,13
